product_id,customer_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation
34,382,0,1,3,1,2,1,774.53,464.72,68,81,1,3,0,1,7,2162,1,5
61,2155,1,1,2,0,1,0,71.16,56.93,24,96,7,3,0,0,14,3214,0,3
48,3088,1,1,5,0,0,0,1762.96,950.52,92,4,2,0,0,1,17,2760,1,8
33,1502,1,1,4,0,0,2,1311.44,1167.18,52,102,0,0,0,1,11,2450,1,4
16,1121,1,1,3,0,2,2,1661.92,1479.11,30,12,1,3,0,1,3,2067,1,11
79,3364,0,1,3,0,0,0,1555.58,818.01,77,119,4,3,0,1,3,2300,1,6
88,255,1,1,3,0,0,0,1198.46,381.1,2,2,6,3,0,0,5,3355,0,2
15,2292,1,1,3,0,1,0,958.74,748.9,17,81,1,3,0,1,2,2525,1,9
8,404,0,1,0,1,0,2,1703.52,1516.13,92,95,0,0,0,1,4,2536,1,4
63,1022,0,1,0,0,0,0,1483.2,99.59,56,14,0,0,0,1,14,2136,1,10
88,3405,1,1,3,0,0,0,1198.46,381.1,89,89,0,3,0,1,3,4014,2,6
0,793,1,1,1,0,0,0,499.53,388.72,97,105,0,2,0,1,9,2099,1,10
28,2272,1,1,3,0,0,2,1216.14,1082.36,82,43,4,3,0,0,1,4306,2,4
76,1025,1,1,5,0,1,0,642.31,513.85,69,7,6,3,0,1,5,3046,0,8
42,2078,0,0,2,1,0,2,1810,1610.9,15,191,4,3,0,0,3,2505,1,9
67,1489,0,1,3,1,0,0,544.05,376.84,17,82,1,3,0,0,4,2289,1,9
62,3055,1,1,0,0,0,0,478.16,298.72,96,38,7,3,0,1,2,4870,2,6
37,1638,0,1,2,0,1,0,1793.43,248.82,55,69,0,3,0,1,10,3018,0,4
52,466,0,1,2,1,0,0,1280.28,829.51,84,4,4,0,0,1,2,2763,1,9
5,2307,0,1,4,0,2,0,1129.13,677.48,57,2,2,2,0,1,13,4568,2,8
49,2924,1,1,1,1,0,0,533.51,400.13,79,31,5,3,0,1,6,3166,0,10
87,2761,0,1,4,0,2,0,1179,707.4,78,71,0,3,0,0,19,2214,1,9
56,1742,0,1,3,2,1,2,688.63,612.88,48,137,7,2,0,0,13,4053,2,7
16,775,1,1,3,0,2,2,1661.92,1479.11,66,180,4,0,0,0,4,4350,2,4
36,1147,1,1,0,0,1,0,1289.85,74.51,71,127,5,2,0,1,9,2768,1,9
38,2901,0,1,0,0,0,0,1577.53,826.51,77,4,4,3,0,1,6,4301,2,3
74,936,1,1,5,0,0,0,1762.96,950.52,64,69,1,2,0,0,3,3400,0,2
37,160,0,1,2,0,1,0,1793.43,248.82,5,12,1,3,0,0,18,2154,1,11
3,2794,1,1,1,0,0,1,2091.47,388.92,41,66,1,3,0,1,18,2216,1,8
87,305,3,1,4,0,2,0,1179,707.4,1,68,0,3,0,0,11,2747,1,4
60,3071,0,1,4,0,2,2,1977.36,1759.85,59,31,5,3,0,1,12,2261,1,9
67,1243,0,1,3,1,0,0,544.05,376.84,73,11,2,3,0,0,8,2155,1,11
83,2931,1,1,0,3,0,1,2083.94,675.03,61,8,6,3,0,1,6,4702,2,5
2,2581,1,1,0,0,0,0,71.49,53.62,49,4,4,0,0,1,11,2099,1,11
49,765,0,1,1,1,0,0,533.51,400.13,50,4,2,0,0,0,16,3630,0,1
37,2552,1,1,2,0,1,0,1793.43,248.82,1,4,4,0,0,1,17,2214,1,9
71,3460,1,0,0,0,2,1,1842.92,1105.75,22,105,0,3,0,0,2,3051,0,10
43,349,0,1,3,0,0,0,1555.58,818.01,35,45,4,2,0,0,4,3127,0,11
27,734,1,1,1,0,0,0,499.53,388.72,34,182,2,0,0,0,11,2145,1,10
10,1426,0,1,5,3,0,0,1466.68,363.25,72,67,0,3,0,0,17,2761,1,8
63,3367,0,1,0,0,0,0,1483.2,99.59,75,126,5,3,0,1,1,3677,0,2
0,394,1,1,2,0,0,0,235.63,125.07,70,39,1,2,0,1,16,2287,1,5
54,1329,0,1,5,0,0,0,1292.84,13.44,65,93,7,3,0,0,11,3940,0,7
57,1537,0,1,5,3,0,1,1890.39,260.14,23,126,5,3,0,0,10,2148,1,8
42,1657,1,1,2,1,0,2,1810,1610.9,11,191,0,3,0,0,5,2763,1,9
36,704,0,1,0,0,1,0,945.04,507.58,49,81,1,3,0,0,4,2571,1,11
77,193,0,1,3,1,0,1,1240.31,795.1,13,60,4,3,0,1,12,4352,2,7
8,2230,1,1,0,1,0,2,1703.52,1516.13,53,4,7,3,0,0,19,3025,0,8
54,2376,1,1,5,0,0,0,1807.45,778.69,84,49,7,2,0,1,12,2064,1,9
19,568,0,1,2,1,2,1,12.01,7.21,32,114,4,3,0,0,13,4505,2,8
84,410,1,1,1,1,0,0,290.62,215.14,14,84,7,3,0,1,11,2750,1,8
12,2481,1,1,5,0,0,0,1231.15,161.6,71,85,4,3,0,1,12,3023,0,7
35,356,0,1,4,0,0,0,1403.5,954.82,10,126,5,2,0,0,5,4055,2,3
67,470,1,1,3,1,0,0,544.05,376.84,22,43,2,3,0,0,1,2120,1,11
43,1675,0,1,0,0,0,0,1151.96,649.49,76,74,4,0,0,1,14,3068,0,12
69,635,1,1,4,1,0,0,792.9,594.68,78,79,7,3,0,1,9,2145,1,8
90,3190,0,1,3,0,1,0,363.01,290.41,18,4,7,0,0,0,15,3936,0,9
50,679,0,1,5,0,0,2,175.89,131.92,29,12,1,3,0,0,12,2557,1,9
29,2340,1,1,3,1,0,0,543.39,407.54,33,138,1,3,0,1,16,4070,2,7
16,1302,1,1,3,0,2,2,1661.92,1479.11,29,169,0,0,0,1,2,4053,2,7
32,1167,1,1,4,0,0,0,642.7,211.37,20,117,1,3,0,0,4,4209,2,6
47,496,1,1,1,1,1,2,1720.7,1531.42,25,125,0,0,0,1,11,2015,1,9
91,501,3,1,5,0,1,0,642.31,513.85,94,54,7,2,0,0,19,3621,3,8
0,1406,0,1,2,0,0,0,183.86,137.9,3,52,0,2,0,1,17,3049,0,6
56,2726,1,1,2,0,0,0,183.86,137.9,49,33,0,0,0,0,4,2261,1,7
4,3072,1,1,4,0,2,0,1129.13,677.48,87,109,4,3,0,1,10,2323,1,5
68,1369,1,1,2,0,0,0,1636.9,44.71,51,70,4,3,0,1,6,3201,0,6
81,482,0,1,3,0,0,2,586.45,521.94,33,4,1,3,0,0,20,2046,1,9
78,500,0,1,4,0,0,1,1765.3,709.48,19,60,2,0,0,1,10,3910,3,7
4,2877,0,1,4,0,2,0,1129.13,677.48,59,143,3,0,0,1,18,4211,2,5
0,1738,1,1,3,1,0,0,543.39,407.54,39,125,8,2,0,1,14,3808,0,9
96,1631,1,1,5,1,1,2,1172.78,1043.77,11,69,0,0,0,0,1,4510,2,2
64,962,0,1,4,0,2,2,1977.36,1759.85,49,47,7,2,0,1,17,3147,0,8
50,879,1,1,5,0,0,2,175.89,131.92,58,4,7,3,0,0,12,2219,1,10
98,181,0,1,1,0,2,0,358.39,215.03,49,88,4,3,0,0,9,3638,0,1
67,1118,0,1,3,1,0,0,544.05,376.84,95,10,2,3,0,1,9,2152,1,8
22,1560,1,1,5,0,0,0,60.34,45.26,14,4,2,3,0,0,5,2144,1,10
100,2930,0,1,3,1,0,0,1036.59,206.35,46,31,5,3,0,0,3,2081,1,10
43,3150,1,1,0,0,0,0,1151.96,649.49,66,63,0,3,0,0,5,2220,1,9
77,2400,0,1,3,1,0,1,1240.31,795.1,73,18,3,3,0,1,22,4218,2,11
5,2585,1,1,1,2,1,0,574.64,459.71,15,87,7,0,0,0,7,4565,2,7
42,2785,1,1,2,1,0,2,1810,1610.9,9,150,0,3,0,0,8,4054,2,6
90,2637,0,1,3,0,1,0,363.01,290.41,28,21,2,3,0,1,11,2100,1,10
100,2715,1,1,3,1,0,0,1036.59,206.35,27,70,4,0,0,0,11,3147,0,11
62,2425,0,1,0,0,0,0,478.16,298.72,32,123,7,3,0,1,11,2154,1,10
87,2454,1,1,4,0,2,0,1179,707.4,81,143,3,3,0,1,12,2164,1,8
14,401,1,1,1,0,0,2,1386.84,1234.29,56,23,2,3,0,0,15,2579,1,5
52,2872,0,1,2,1,0,0,1280.28,829.51,52,23,1,0,0,1,17,4810,2,8
37,1792,0,1,2,0,1,0,1793.43,248.82,1,4,0,3,0,0,15,2750,1,9
0,2404,1,1,6,4,3,3,1672.07,0,13,106,2,3,0,0,6,2065,1,11
0,705,0,1,5,0,0,0,60.34,45.26,48,7,2,2,0,0,14,2233,1,10
4,2053,0,1,4,0,2,0,1129.13,677.48,7,4,0,0,0,1,11,4551,2,7
60,1038,0,1,4,0,2,2,1977.36,1759.85,57,74,4,3,0,1,0,3809,0,6
80,2914,1,1,2,3,1,0,1073.07,933.84,76,65,1,0,0,1,11,2763,1,9
10,2998,0,1,0,0,0,0,1945.43,333.18,34,103,4,2,0,1,2,4556,2,7
35,1821,1,1,4,0,0,0,1403.5,954.82,89,118,5,2,0,1,15,2540,1,9
66,238,0,1,4,1,1,2,590.26,525.33,54,182,7,3,0,1,14,2750,1,8
9,1611,0,1,3,0,0,2,1216.14,1082.36,93,149,1,2,0,1,13,2261,1,9
8,2779,0,1,0,1,0,2,1703.52,1516.13,54,4,7,0,0,1,11,2128,1,7
56,3443,1,1,2,0,0,0,183.86,137.9,11,26,7,3,0,1,5,2380,1,3
55,1292,1,1,1,1,0,1,1894.19,598.76,56,4,7,0,0,0,20,4301,2,3
40,2054,1,1,2,0,2,0,1458.17,874.9,12,4,4,3,0,1,22,2106,1,11
87,2481,1,1,4,0,2,0,1179,707.4,71,85,4,3,0,1,12,3023,0,7
95,1713,1,1,2,3,1,0,1073.07,933.84,89,82,2,2,0,1,21,3170,0,9
67,138,1,1,3,1,0,0,544.05,376.84,5,141,0,0,0,1,13,2033,4,9
73,797,0,1,0,0,0,0,1945.43,333.18,51,43,0,3,0,0,19,2077,1,8
20,242,1,1,1,0,0,2,1775.81,1580.47,17,48,3,0,0,0,8,2200,1,9
56,597,1,1,2,0,0,0,183.86,137.9,6,141,4,3,0,0,6,3137,3,7
89,2294,0,1,5,3,0,1,1362.99,57.74,25,41,4,3,0,0,21,4017,2,5
44,322,1,1,5,0,0,0,1769.64,108.76,19,99,0,3,0,1,11,4350,2,6
0,3451,1,1,2,0,0,0,235.63,125.07,88,63,7,2,0,0,10,2340,1,5
86,1727,0,1,3,1,2,1,774.53,464.72,43,31,5,2,0,0,6,2230,1,12
88,1118,1,1,3,0,0,0,1198.46,381.1,95,10,2,3,0,1,9,2152,1,8
0,277,0,1,1,1,0,0,533.51,400.13,69,47,7,2,0,0,15,4214,2,8
38,1825,1,1,0,0,0,0,1577.53,826.51,82,108,0,3,0,1,17,3212,0,5
95,731,3,1,4,0,0,1,569.56,528.43,57,4,7,3,0,0,6,2145,1,9
81,1407,1,1,3,0,0,2,586.45,521.94,43,32,4,3,0,1,9,3015,0,10
13,328,1,1,0,0,0,0,1163.89,589.27,87,92,4,3,0,0,12,3437,0,8
81,977,0,1,0,0,0,0,1151.96,649.49,65,62,7,2,0,1,13,2558,1,7
3,1590,1,1,1,0,0,1,2091.47,388.92,8,14,2,3,0,0,14,4132,2,5
73,2013,3,1,0,0,0,0,1945.43,333.18,99,12,1,0,0,1,19,2099,1,8
94,3186,1,1,4,0,0,1,1635.3,993.66,22,4,7,3,0,1,2,3173,0,9
38,1007,1,1,0,0,0,0,1577.53,826.51,58,4,2,3,0,0,5,2066,1,12
2,2605,0,1,4,1,1,2,590.26,525.33,50,152,1,2,0,1,18,3618,0,1
46,3411,0,1,0,0,1,0,1289.85,74.51,68,83,7,3,0,1,20,3029,0,5
0,289,0,1,0,0,0,0,478.16,298.72,43,1,1,2,0,0,10,2023,1,9
73,2937,1,1,0,0,0,0,1945.43,333.18,47,75,0,3,0,0,15,3046,0,8
85,693,0,1,5,0,0,0,752.64,205.36,46,4,0,0,0,1,19,4110,2,4
57,2153,1,1,5,3,0,1,1890.39,260.14,22,68,0,3,0,0,10,4165,2,5
15,172,1,1,3,0,1,0,958.74,748.9,54,76,4,0,0,1,6,3749,0,4
0,329,1,1,1,1,0,0,533.51,400.13,25,80,5,2,0,1,12,3338,0,4
2,2274,0,1,0,0,0,0,71.49,53.62,15,97,4,3,0,1,13,2090,1,10
0,664,0,1,2,0,0,0,183.86,137.9,38,81,1,2,0,0,4,4870,2,5
34,2922,0,0,3,1,2,1,774.53,464.72,34,63,4,0,0,1,10,4210,2,4
29,2763,0,1,3,1,0,0,543.39,407.54,30,105,0,3,0,1,10,3066,0,10
71,1047,1,1,0,0,2,1,1842.92,1105.75,39,107,0,0,0,0,11,2871,1,7
74,3482,0,1,5,0,0,0,1228.07,400.91,71,1,1,0,0,1,2,4069,2,8
25,41,1,1,4,1,0,0,1538.99,829.65,64,6,1,3,0,0,16,3350,0,9
86,617,1,1,2,0,0,0,235.63,125.07,81,100,3,3,0,0,15,4075,2,7
14,3450,0,1,1,0,0,2,1386.84,1234.29,85,44,2,3,0,0,6,4207,2,3
87,3234,0,1,4,0,2,0,1179,707.4,35,30,4,3,0,1,19,3141,0,8
26,2780,0,1,5,0,0,0,1992.93,762.63,77,105,0,0,0,1,16,4869,2,2
59,3306,0,1,0,0,0,1,1061.56,733.58,50,111,0,3,0,0,7,2170,1,9
23,1424,0,1,3,0,0,0,1198.46,381.1,56,24,1,2,0,1,14,2745,1,9
59,2671,1,1,0,0,0,1,1061.56,733.58,11,50,7,3,0,0,11,2799,1,2
23,2641,0,1,3,2,1,2,688.63,612.88,71,134,7,3,0,1,12,2031,1,12
100,273,0,1,3,1,0,0,1036.59,206.35,54,45,7,3,0,0,19,3081,0,9
98,115,0,1,1,0,2,0,358.39,215.03,77,46,1,3,0,0,18,3844,0,1
11,3342,1,1,4,0,2,0,1274.93,764.96,51,4,5,3,0,0,7,2281,1,9
8,1831,0,1,0,1,0,2,1703.52,1516.13,58,66,1,3,0,0,15,3630,0,3
9,2664,0,1,2,1,0,0,742.54,667.4,83,125,7,3,0,0,15,2155,1,10
66,57,0,1,4,1,1,2,590.26,525.33,87,85,7,3,0,1,13,4280,2,6
51,100,0,1,2,0,2,0,2005.66,1203.4,80,38,0,3,0,1,4,2065,4,12
21,1556,1,1,0,0,0,1,1071.23,380.74,30,112,4,3,0,1,6,2147,1,9
66,558,1,1,4,1,1,2,590.26,525.33,96,78,7,3,0,0,8,3016,3,7
88,73,0,1,3,0,0,0,1198.46,381.1,16,82,7,0,0,1,5,2774,4,8
59,657,0,1,0,0,0,1,1061.56,733.58,66,30,4,0,0,0,10,4800,2,7
26,1693,1,1,5,0,0,0,1992.93,762.63,79,157,1,0,0,0,4,4220,2,9
53,490,1,1,2,0,0,0,795.34,101.58,44,61,8,3,0,0,6,3070,3,11
41,1164,1,1,0,1,0,0,416.98,312.74,97,6,1,3,0,1,17,3142,0,9
44,2651,0,1,5,0,0,0,1769.64,108.76,10,36,4,3,0,1,10,2298,1,6
74,3475,0,1,5,0,0,0,1228.07,400.91,12,100,2,0,0,0,3,2153,1,10
45,1586,1,1,1,1,1,0,980.37,234.43,47,83,4,2,0,0,15,2119,1,11
74,514,0,1,5,0,0,0,1228.07,400.91,9,41,0,3,0,1,4,3152,3,10
64,573,1,1,1,0,0,1,1469.44,596.55,39,38,7,3,0,0,2,3136,3,8
31,1344,1,1,4,0,0,0,230.91,173.18,20,137,4,3,0,0,4,3747,0,4
59,1452,0,1,0,0,0,1,1061.56,733.58,99,44,2,3,0,0,20,2567,1,8
35,3008,0,1,4,0,0,0,1403.5,954.82,40,4,1,2,0,1,17,2560,1,7
26,3432,0,1,5,0,0,0,1992.93,762.63,99,42,8,3,0,1,2,4173,2,7
35,2310,1,1,4,0,0,0,1403.5,954.82,12,8,7,2,0,1,11,2021,1,12
12,2591,0,1,4,0,0,1,1765.3,709.48,50,4,2,2,0,0,13,2021,1,12
1,2054,1,1,4,0,0,0,1403.5,954.82,12,4,4,3,0,1,22,2106,1,11
47,2680,0,1,1,1,1,2,1720.7,1531.42,0,68,0,3,0,1,14,3121,0,11
0,3101,0,1,3,0,1,0,363.01,290.41,68,55,4,2,0,0,12,2135,1,12
63,1543,0,1,5,0,0,0,1992.93,762.63,25,130,7,2,0,0,9,2745,1,10
12,2509,0,1,5,0,0,0,1231.15,161.6,99,123,0,3,0,0,7,4341,2,2
53,473,0,1,2,0,0,0,795.34,101.58,2,42,1,3,0,1,20,3111,3,9
20,1160,1,1,1,0,0,2,1775.81,1580.47,98,69,6,0,0,0,10,2250,1,7
100,798,1,1,1,0,0,2,1386.84,1234.29,22,82,0,2,0,0,5,3156,0,9
87,2109,0,1,2,0,0,0,1636.9,44.71,14,139,1,2,0,1,18,2261,1,8
58,698,0,1,2,1,0,0,1280.28,829.51,90,150,4,2,0,1,1,3805,3,7
23,2015,0,1,3,2,1,2,688.63,612.88,6,65,1,0,0,0,7,2230,1,9
6,2959,0,1,2,0,2,0,227.88,136.73,1,12,1,3,0,1,11,4300,2,5
10,1157,0,1,5,3,0,0,1466.68,363.25,69,81,1,0,0,1,17,2090,1,12
73,2207,0,1,0,0,0,0,1945.43,333.18,93,168,4,3,0,1,16,4121,2,8
31,1693,1,1,4,0,0,0,230.91,173.18,79,157,1,0,0,0,4,4220,2,9
0,2159,1,1,3,1,0,0,543.39,407.54,19,4,7,2,0,1,6,4510,2,4
19,329,0,1,1,2,1,0,574.64,459.71,25,80,5,2,0,1,12,3338,0,4
75,3402,0,1,4,3,0,1,1873.97,863.95,73,25,2,3,0,0,10,2880,1,1
71,765,1,1,0,0,2,1,1842.92,1105.75,50,4,2,0,0,0,16,3630,0,1
32,312,3,1,4,0,0,0,642.7,211.37,44,2,0,0,0,1,6,2216,1,10
86,2592,0,1,2,0,0,0,235.63,125.07,84,21,0,3,0,1,1,3977,0,5
10,1514,1,1,5,3,0,0,1466.68,363.25,15,22,7,3,0,0,14,2212,1,10
34,3461,0,1,3,1,2,1,774.53,464.72,28,54,4,0,0,1,17,2196,1,9
20,1666,1,1,1,0,0,2,1775.81,1580.47,73,60,7,3,0,0,14,2221,1,10
8,2667,1,1,0,1,0,2,1703.52,1516.13,65,9,4,0,0,1,6,3188,0,10
15,27,1,1,3,0,1,0,958.74,748.9,37,81,1,3,0,1,12,3218,0,7
0,3372,1,1,4,0,0,1,569.56,528.43,62,4,9,2,0,0,15,2047,1,12
58,937,1,1,2,0,0,0,912.52,141.4,65,187,4,0,0,0,15,2145,1,8
88,2638,1,1,3,0,0,0,1198.46,381.1,1,164,6,3,0,1,15,2100,1,11
7,3287,0,1,1,1,1,0,980.37,234.43,30,46,7,0,0,1,4,2086,1,11
72,2208,1,1,3,0,0,0,360.4,270.3,59,4,7,3,0,0,9,2289,1,7
57,3132,1,1,5,3,0,1,1890.39,260.14,33,10,2,3,0,1,7,2502,1,6
36,3310,1,1,0,0,1,0,945.04,507.58,83,19,3,0,0,1,12,2295,1,8
9,1794,3,1,2,1,0,0,742.54,667.4,53,33,3,3,0,0,8,4878,2,5
58,75,1,1,2,0,0,0,912.52,141.4,28,47,3,3,0,0,19,2756,4,8
44,1086,1,1,5,0,0,0,1769.64,108.76,84,27,3,3,0,1,4,3138,0,9
42,901,0,1,2,1,0,2,1810,1610.9,13,4,2,3,0,1,16,4511,2,5
98,167,1,1,2,0,0,0,795.34,101.58,95,4,1,2,0,1,17,4352,2,6
82,1875,0,1,4,1,0,0,1538.99,829.65,4,3,2,2,0,1,19,4170,2,8
84,999,1,1,4,1,0,0,792.9,594.68,12,60,7,2,0,0,4,3073,0,9
39,12,1,1,4,0,0,1,1812.75,582.48,58,36,4,3,0,0,8,4557,2,4
92,973,0,1,5,3,0,1,1890.39,260.14,46,96,1,2,0,0,15,3806,0,7
25,3143,0,1,4,1,0,0,1538.99,829.65,0,85,4,3,0,0,5,3000,0,8
0,511,1,1,3,0,1,0,363.01,290.41,92,110,1,2,0,0,10,2428,1,3
9,3055,1,1,2,1,0,0,742.54,667.4,96,38,7,3,0,1,2,4870,2,6
12,465,1,1,5,0,0,0,1231.15,161.6,54,155,0,0,0,1,14,2770,1,5
77,2874,0,1,3,1,0,1,1240.31,795.1,97,36,4,0,0,0,18,3043,0,7
35,602,1,1,4,0,0,0,1403.5,954.82,0,128,7,2,0,1,9,4580,2,3
55,1084,0,1,1,1,0,1,1894.19,598.76,54,56,2,0,0,0,8,2322,1,4
0,1738,0,1,1,1,0,0,533.51,400.13,39,125,8,2,0,1,14,3808,0,9
65,99,0,1,5,0,0,0,1807.45,778.69,97,107,0,3,0,0,3,2160,4,9
0,281,1,1,1,1,0,0,290.62,215.14,51,52,0,2,0,1,8,2798,1,6
76,1947,1,1,5,0,1,0,642.31,513.85,66,186,9,0,0,1,18,2759,1,8
0,37,0,1,0,0,0,0,478.16,298.72,46,66,1,2,0,0,16,4726,2,1
66,2372,1,1,4,1,1,2,590.26,525.33,14,1,1,0,0,0,10,3149,0,12
1,2858,0,1,4,0,0,0,1403.5,954.82,4,60,7,3,0,1,1,2044,1,10
46,3058,1,1,0,0,1,0,1289.85,74.51,67,150,4,3,0,1,16,2022,1,12
29,2878,1,1,3,1,0,0,543.39,407.54,73,20,3,3,0,1,9,2316,1,6
9,3026,0,1,2,1,0,0,742.54,667.4,11,156,3,3,0,1,5,2164,1,9
28,11,1,1,3,0,0,2,1216.14,1082.36,99,4,3,3,0,0,9,3044,0,8
65,707,1,1,5,0,0,0,1807.45,778.69,97,8,7,3,0,1,7,3011,3,9
88,1691,1,1,3,0,2,2,1661.92,1479.11,50,35,7,2,0,1,7,2229,1,12
80,2198,1,1,2,3,1,0,1073.07,933.84,1,76,3,0,0,1,1,2148,1,6
99,158,1,1,2,0,0,0,1227.34,770.89,99,43,7,0,0,0,5,2263,1,6
64,579,0,1,1,0,0,1,1469.44,596.55,89,104,1,3,0,0,12,2097,1,10
79,2219,1,1,0,3,0,1,2083.94,675.03,73,133,7,2,0,1,3,3216,0,9
81,1302,0,1,3,0,0,2,586.45,521.94,29,169,0,0,0,1,2,4053,2,7
5,908,0,1,1,2,1,0,574.64,459.71,86,4,0,0,0,1,17,3084,0,8
11,1385,1,1,4,0,2,0,1274.93,764.96,39,52,0,3,0,0,16,3140,0,10
65,305,1,1,5,0,0,0,1807.45,778.69,1,68,0,3,0,0,11,2747,1,4
9,2485,0,1,2,1,0,0,742.54,667.4,93,123,7,3,0,1,12,2880,1,1
56,252,1,1,2,0,0,0,183.86,137.9,39,35,3,3,0,1,13,2304,1,7
34,1900,0,1,3,1,2,1,774.53,464.72,67,30,0,0,0,1,19,4078,2,6
71,2850,1,1,0,0,2,1,1842.92,1105.75,74,100,7,3,0,1,5,2487,1,9
0,2240,0,1,3,0,1,0,363.01,290.41,4,163,4,2,0,1,16,3043,0,7
1,2967,1,1,4,0,0,0,1403.5,954.82,60,66,1,0,0,1,20,4301,2,3
8,459,0,1,0,1,0,2,1703.52,1516.13,88,70,4,3,0,1,13,4870,2,5
2,630,1,1,0,0,0,0,71.49,53.62,90,29,3,0,0,1,17,2153,1,10
97,3020,1,1,2,1,0,0,742.54,667.4,13,109,4,2,0,1,10,4870,2,1
0,1559,0,1,3,0,1,0,363.01,290.41,63,4,1,2,0,1,12,2118,1,9
92,1504,0,1,5,0,0,2,1415.01,1259.36,98,96,3,0,0,1,13,2211,1,10
17,1641,0,1,0,0,2,0,1024.66,614.8,29,49,0,3,0,0,14,3198,0,4
13,1267,1,1,0,0,0,0,1163.89,589.27,39,167,5,0,0,1,19,4655,2,3
5,829,1,1,4,0,2,0,1129.13,677.48,84,61,0,2,0,1,2,3218,0,8
49,3030,1,1,1,1,0,0,533.51,400.13,68,26,4,0,0,0,3,2541,1,5
35,380,1,1,1,0,1,0,1057.51,154.4,66,84,3,3,0,0,17,4670,2,1
91,3377,1,1,0,0,0,0,100.35,75.26,12,4,4,3,0,1,7,4213,2,9
22,1777,1,1,5,0,0,0,60.34,45.26,47,10,2,0,0,0,1,2118,1,11
32,201,1,1,4,0,0,0,642.7,211.37,45,102,4,3,0,1,11,2233,1,9
60,2509,1,1,4,0,2,2,1977.36,1759.85,99,123,0,3,0,0,7,4341,2,2
85,425,0,1,5,0,0,0,752.64,205.36,60,10,2,3,0,1,20,2549,1,3
71,1177,0,1,0,0,2,1,1842.92,1105.75,47,6,1,0,0,1,6,2150,1,8
31,2412,0,1,4,0,0,0,230.91,173.18,77,109,4,0,0,0,8,4051,2,8
59,223,3,1,0,0,0,1,1061.56,733.58,13,114,7,0,0,1,14,2502,1,7
53,1493,0,1,4,0,2,0,1274.93,764.96,51,125,8,2,0,0,22,2287,1,5
0,3375,0,1,3,1,0,0,543.39,407.54,37,56,0,2,0,1,6,2216,1,10
44,2507,1,1,5,0,0,0,1769.64,108.76,77,188,1,0,0,1,8,2880,1,1
33,173,1,1,4,0,0,2,1311.44,1167.18,99,38,1,0,0,0,1,2766,1,8
46,2545,0,1,0,0,1,0,1289.85,74.51,33,137,4,3,0,1,16,3995,0,2
56,14,0,1,2,0,0,0,183.86,137.9,85,46,0,0,0,0,6,2760,4,8
76,330,1,1,5,1,1,2,1172.78,1043.77,78,60,4,2,0,1,7,2203,1,9
21,1917,1,1,0,0,0,1,1071.23,380.74,7,143,8,0,0,1,8,2484,1,4
91,3360,0,1,0,0,0,0,100.35,75.26,77,7,1,0,0,0,5,2173,1,10
91,1925,1,1,0,0,0,0,100.35,75.26,34,4,7,3,0,1,7,4556,2,7
33,1494,0,1,4,0,0,2,1311.44,1167.18,46,95,7,3,0,1,7,2307,1,5
83,593,1,1,0,3,0,1,2083.94,675.03,64,32,7,3,0,0,4,2340,1,4
39,3232,1,1,4,0,0,1,1812.75,582.48,7,59,0,3,0,1,9,3070,0,10
30,560,1,1,0,0,2,0,748.17,448.9,1,66,1,0,0,0,8,3356,3,1
90,905,0,1,3,0,1,0,363.01,290.41,41,30,4,0,0,0,12,4506,2,3
64,1443,1,1,1,0,0,1,1469.44,596.55,47,4,0,0,0,1,22,2747,1,7
80,602,1,1,1,0,0,1,1469.44,596.55,0,128,7,2,0,1,9,4580,2,3
39,268,1,1,4,0,0,1,1812.75,582.48,60,109,4,3,0,0,10,2752,1,9
52,2386,0,1,2,1,0,0,1280.28,829.51,93,111,0,3,0,0,2,2200,1,9
27,2082,0,1,1,0,0,0,499.53,388.72,38,39,1,0,0,1,19,2469,1,1
81,1970,0,1,3,0,0,2,586.45,521.94,51,2,4,3,0,0,7,3134,0,10
10,1144,1,1,0,0,0,0,1945.43,333.18,73,54,1,2,0,1,5,2177,1,9
89,3004,1,1,5,3,0,1,1362.99,57.74,82,11,1,3,0,1,16,3179,0,9
80,2527,1,1,2,3,1,0,1073.07,933.84,60,26,7,0,0,1,16,3523,0,2
88,2066,0,1,3,0,2,2,1661.92,1479.11,91,6,1,2,0,1,12,2570,1,9
50,680,0,1,4,0,0,0,642.7,211.37,22,4,6,2,0,1,0,2209,1,7
56,2944,1,1,2,0,0,0,183.86,137.9,45,54,4,0,0,0,7,2119,1,10
5,1980,0,1,4,0,2,0,1129.13,677.48,97,6,1,2,0,1,7,2747,1,8
57,565,0,1,5,3,0,1,1890.39,260.14,30,70,4,3,0,1,16,2065,1,8
21,1600,1,1,5,3,0,0,1466.68,363.25,20,101,0,2,0,0,2,4220,2,9
18,120,0,1,3,0,2,0,1148.64,689.18,80,39,0,2,0,1,4,2485,4,2
60,134,1,1,4,0,2,2,1977.36,1759.85,34,39,9,0,0,1,5,2158,4,11
83,446,1,1,0,3,0,1,2083.94,675.03,73,137,6,0,0,1,4,2217,1,9
0,2930,0,1,6,4,3,3,1099.68,0,46,31,5,3,0,0,3,2081,1,10
